id,job_title,company_name,salary_range,location,openings,requirements,search_keyword,data_year,created_at
21,后台开发工程师（数据方向）(J28995),海信电子信息集团研发中心,1.8-2.5万/月,武汉-江夏区,1,"[', '工作职责:', '1.负责搭建基于Hadoop/HBASE/SPARK的大数据平台。', '2.负责管理Hadoop/SPARK集群运行，稳定提供平台服务。', '3.负责解决Hadoop/SPARK开发中技术难点。', '4.负责大数据平台开发与运维，根据公司的业务需求世界实时计算应用。', '5.为公司现有产品做持续地迭代优化。', '任职资格:', '1.学历：硕士及以上学历。', '2.专业：计算机、软件工程等相关专业。', '3.工作经验：具有3年以上Hadoop及大数据生态圈实践经验。', '4.知识要求', '1)深入了解分布式系统、大数据平台等高可用高弹性架构；', '2)有数据平台项目经验，了解数据类系统相关理论知识；', '3)熟悉Linux系统，具备shell、python等脚本开发能力；', '4)具有3年java开发经验，具备扎实的程序设计基本功和学习能力；', '5)精通storm、sparkstreaming或flink计算框架，能够进行流计算应用开发，熟悉实时数据分析上下游生态系统或周边相关技术, 包括但不限于Kafka、hadoop、storm、sparkstreaming和flink等相关技术；', '6)有两年以上的实际Storm、spark、flink集群维', '职能类别：', 'Java开发工程师]5-7年经验, 硕士",计算机软件,2022,"2025-05-01 15:37:15"
22,软件开发工程师(机器视觉方向）,武汉横纵智能科技有限公司,0.8-1.5万/月,武汉-东西湖区,1,"[', '1、', '公司主要从事工业视觉定位控制系统的研发、销售和服务 ，同时为行业客户提供客制化的解决方案。 经过这些年的实践和努力， 我们在机器视觉应用领域上积累了丰富的经验，拥有了许多成功案例和成熟方案 ， 建立了科学规范的管理体系，形成了一支在同行业专业领域里有着较高知名度和竞争实力的团队。', '【工作地点】：湖北武汉', '【岗位职责】：', '\xa01.图像处理，运动控制，算法，windows下多线程多进程开发；', '2.根据项目计划，在保质保量的前提下，按时完成开发任务；', '3.负责相关产品的功能模块设计，负责相关产品的功能模块设计；', '4.解决产品开发中发现的问题；', '5.负责产品文档的撰写；', '6.负责编写产品的核心代码；', '【任职要求】：', '1本科及以上学历、计算机专业优先；', '2.具有良好的团队合作意识以及良好的适应能力；', '3.具有良好的逻辑思维能力、沟通能力；', '4.有很强的学习能力，吃苦耐劳，责任心强；', '5.善于发现问题所在，可以及时解决问题；', '6有较为丰富应用MFC、QT开发经验的优先', '7.能独立进行图形图像处理的、运动控制的优先', '【我们提供给你】\xa0薪资待遇月，每年至少一次调薪机会，年终奖\xa0性能强大的机器设备、业界前沿资料和书籍\xa0其它福利：五险一金、团建活动、节日礼品等\xa0', '【岗位亮点】 作为软件开发工程师 你将进入尖端的智能制造行业，接触最前沿的人工智能技术与知识 你将在开发团队中积累软件开发知识提高自身能力，同时有广阔的空间充分发挥聪明才智 你将从事复杂的软件设计工作，并使用尖端技术不断提高机器视觉性能，使它在市场上保持高度竞争力 .', '上班时间：9:00-11:30\xa0 13:30-18:00', '月休：6天，大小休', '职能类别：', '软件工程师', '关键字：', '软件工程师', 'C++', '图像处理', '运动控制', 'halcon]2年经验, 本科",计算机软件,2022,"2025-05-01 15:37:15"
23,通信工程师,武汉洲际电讯科技股份有限公司,3-5千/月,武汉,1,"[', '岗位职责：', '1.完成上级分配的维护、巡检、放电、机房或机楼值班等现场服务工作', '2.为客户提供电话技术支持，有责任就具体问题向客户作出技术应答', '3.填写现场服务工作的报告并将工作结果与客户进行确认', '4.负责公司与客户之间的设备收发工作', '5.进行故障汇总、比较与分析，并提交报告', '6.负责对个人使用的维护工具、仪器、设施的操作安全、妥善保管与定期保养', '7.有责任向本组成员或指定员工提供技术帮助', '8.负责配合完成交办的投标、结算等工作，与客户进行联系与沟通', '任职要求：', '1', '、大专以上学历，', '相关专业', '2、1年以上相关岗位工作经验（如基站代维，动环、通风等基站设备维护，计算机维护等）', '3、较强的团队精神', '4、吃苦耐劳，能适应长期出差或驻外', '5、有特种作业电工证优先（如入职时没有，在入职后一年内应持证）', '6、有c1驾照，驾龄在一年以上', '职能类别：', '通信电源工程师', '关键字：', '售后', '技术支持', '维护', '运维', '工程师', '维修', '基站维护', '技术服务', '通信技术', '现场服务]1年经验, 大专",通信/电信/网络设备,2022,"2025-05-01 15:37:15"
24,Java开发工程师,武汉星际互动智能技术有限公司,0.8-1万/月,武汉-洪山区,1,"[', '岗位职责：', '1、按照详细的设计，完成基础性的代码设计、代码编写；', '2、对自行编制完成的基础性代码进行调试及测试；', '3、修复测试发现代码缺陷，确保质量；', '4、按照详细设计流程、计划，定时完成工作；', '5、辅助进行文档资料整理、收集资料；', '6、协助高级程序员进行工作，协助算法研究员进行算法测试；', '7、主动提交工作报告及进度报告供组织掌握项目情况；', '8、公司安排的其他事宜等。', '职位要求', '：', '1. 一年以上Java或java web开发经验；', '2.熟练使用Java后台技术；', '3.熟练使用HTML5、CSS等前端技术；', '4.熟练使用SQL语言；', '5.熟悉Spring MVC、SSH等Web框架；', '6.有较强的学习能力；', '7.有良好的创新精神和团队协作经验；', '8.身体健康，品德端正，责任心强；', '9.能吃苦耐劳，工作踏实，服从公司安排。', '职能类别：', 'Java开发工程师', '关键字：', 'java]1年经验, 本科",计算机软件,2022,"2025-05-01 15:37:15"
25,渠道销售/销售代表,英莱德科技股份公司,8-10万/年,武汉-洪山区,1,"[', '岗位职责:', '1、负责武汉市及周边地市安防工程商、电脑经销商、系统集成商的拜访、跟进、维护等工作，完成区域市场覆盖，建立区域客户档案；', '2、负责区域商机挖掘、跟进，推动项目落地；', '3、参与商务谈判，签署销售合同；跟踪项目实施服务过程，完成项目回款，达成销售目标；', '4、收集行业营销信息和用户意见，对公司营销策略、售后服务等提出参考意见。', '任职资格：', '1、有2年及以上独立拓展、维护客户、商务洽谈的能力和经验；', '2、吃苦耐劳、有强烈的事业心和进取心，具备独立执行任务、解决问题的能力；', '3、接受湖北省内短期出差。', '薪资结构：', '基本工资+业绩提成+社保+年终奖+年度旅游+节假日福利+各项补贴', '上班时间：9:00--17:30', '有意向者可通过平台投递简历，或直接来电咨询，我们将以最快的速度给予回复！', '职能类别：', '渠道/分销专员', '关键字：', '销售代表', '销售工程师', '渠道销售', '系统集成', '弱电智能化', '业务员', '计算机硬件]2年经验, 大专",计算机服务(系统、数据服务、维修),2022,"2025-05-01 15:37:15"
26,C、C++软件工程师,湖北瑞丰科技发展有限公司,0.6-2万/月,武汉-洪山区,1,"[', '1、熟练掌握C和C++语言编程，对C和C++深入理解，并有1年以上编程经验；\xa0', '2、有过VxWorks、MFC、WINCE或者linux等嵌入式软件开发经验；\xa0', '3、熟悉STL，了解操作系统工作原理，懂多线程，多进程原理；\xa0', '4、熟悉Socket网络编程，熟悉TCP/IP协议；', '6、精通SQL语言，XML的使用，熟练使用Sql\xa0Server\xa02000\xa0/2005或者mysql；', '7、对企业忠诚，做事认真负责，有较好的计算机基础功底；\xa0', '职能类别：', '软件工程师', '嵌入式软件开发(Linux/单片机/PLC/DSP…)', '关键字：', 'C', 'C++', 'VC', 'QT', '软件', '研发', '工程师', '武汉', '计算机', '周末双休]3-4年经验, 本科",电子技术/半导体/集成电路,2022,"2025-05-01 15:37:15"
27,采购专员,武汉钧恒科技有限公司,5-7千/月,武汉-东湖新技术产业开发区,1,"[', '1、按照采购任务，完成供应商谈判和采购合同，完成采购流程；', '2、负责跟踪交货进程及处理交货问题；', '3、执行并完善成本降低及控制方案；', '4、开发、评审、管理、利用供应商资源，维护与其关系；', '5、完成采购分析和总结报告；', '6、完成领导安排的其他工作任务。', '任职条件：', '1、教育程度/专业：大学本科或专科。', '2、相关工作年限：三年以上采购工作经历。', '3、基本技能要求：工作细致，责任心强，诚实可靠，保密性强，学习、开拓、谈判能力、成本意识强；具备良好的口头和书面表达能力、较强的沟通协调和团队合作能力。', '职能类别：', '采购员', '关键字：', '采购', '采购员', '采购专员', '采购工程师]3-4年经验, 大专",通信/电信/网络设备,2022,"2025-05-01 15:37:15"
28,Java开发工程师(J10207),上海百胜软件股份有限公司,1-1.5万/月,武汉,1,"[', '工作职责:', '1. 参与公司新零售业务相关SaaS和移动产品的研发工作；', '2. 负责解决开发、测试、验收过程中的技术问题；', '3. 能够准确把握需求，独立进行开发和交付，提升所属模块用户体验；', '4. 维护和升级现有软件产品，快速定位并修复现有软件缺陷；', '5. 参与前沿技术研究和新技术调研。', '任职资格:', '1. 计算机及相关专业本科毕业，三年以上开发经验；', '2. 精通springboot/springcloud，spring，springMVC，mybatis等框架并有实际开发经验；', '3. 熟悉版本管理工具svn, git等，熟练分布式开发流程；', '4. 熟练掌握MySQL、SQL Server数据库，能够熟练编写sql语句；', '5. 熟悉小程序/vue 等主流的前端架构，有 hbuilder、mui，uni-app、H5+、vue 混合开发经验优先；', '6. 有服装ERP、私域运营等相关业务经验优先；', '7.熟悉Scrum敏捷团队开发模式俱佳。', '职能类别：', 'Java开发工程师]3-4年经验, 大专",计算机软件,2022,"2025-05-01 15:37:15"
29,系统架构师,湖北晋楚科技发展有限公司,1.5-2万/月,武汉-东西湖区,1,"[', '1、负责云平台、大数据管理平台与应用系统整体架构设计工作，工程化落地实现面向智慧城市领域业务应用；', '2、参与产品业务规划，确定产品总体技术路线，确保技术方向正确性先进性，以及如何从技术层面推动产品创新及技术优化的落地；', '3、主导构建高性能的微服务架构，并带领团队技术攻关，保障服务系统的稳定性和健壮性；', '4、负责核心功能的架构与代码模板编写，开发与维护系统公用核心模块；', '5、负责系统架构优化、重构，以及性能调优等；', '6、系统开发专家，对数据结构/网络编程/系统底层/并发编程等有过硬理解；', '7、结合相应行业发展趋势，保持系统架构的合理性、稳定性和技术前瞻性。', '任职要求：', '1、计算机或相关专业***本科及以上学历，5年以上Java开发经验，2年以上系统架构经验，编程基础扎实，有良好的的开发习惯；', '2、熟悉SOA体系架构，对微服务的架构设计有深刻的理解，熟悉Sping\xa0Boot/Spring\xa0Cloud/Dubbo等微服务框架和架构，了解其原理和使用其优缺点，并有实战经验；', '3、精通至少一种数据库开发及运维，如：Oracle，Mysql等；', '4、熟悉大数据架构和工作原理，Hadoop\xa0基本框架，具备基于\xa0Docker\xa0的\xa0Hive\xa0平台以及\xa0Elasticsearch、Zookeeper、ActiveMQ\xa0等核心技术的项目建设与部署实施经验；', '5、熟悉常用设计模式，有大型分布式、高并发、高负载、高可用性系统设计开发经验者优先；', '6、具备良好的需求分析能力、业务和技术方案策划和设计能力，有较强的逻辑思维能力，思路清晰，善于分析、归纳、解决问题，能够独立或带队进行项目开发；', '7、对大数据、人工智能相关技术有深刻的理解，具备大数据、人工智能、物联网及相关行业应用的工作经验优先。', '职能类别：', '系统架构设计师', '关键字：', '分布式技术', '微服务架构', '容器技术', '负载均衡技术', '数据结构', '搜索引擎技术', '网络编程', 'Java]5-7年经验, 本科",环保,2022,"2025-05-01 15:37:15"
30,园区运营专员,武汉普天孵化器管理有限公司,4-4.5千/月,武汉-东湖新技术产业开发区,1,"[', '1', '、负责科技孵化器招商，进行客户挖掘、招商谈判与签约、客户关系的维护与管理等工作；', '2', '、负责科技孵化器的市场推广和品牌打造相关事宜；', '3', '、分析和挖掘入驻科技孵化器企业需求', ', ', '参与建立产业服务标准化；', '4', '、负责当地创业路演会、培训、研讨会等活动的策划组织；', '5', '、负责与各级政府部门建立良好的关系，解析各级政府企业项目的扶持政策，保证企业入驻、招商工作正常进行；', '岗位要求：', '1', '、公共关系、工商管理、市场营销、金融等相关专业，男女不限；', '2', '、一年以上科技企业孵化器招商运营管理经验；', '3', '、熟悉孵化器相关法规及政府主管部门业务流程；', '4', '、有多样化的项目、活动的策划和执行经验，有较强的沟通、人际交流、组织协调能力；', '5', '、执行力强，能承受较大的工作压力。', '职能类别：', '运营专员', '关键字：', '运营', '市场专员]1年经验, 大专",计算机服务(系统、数据服务、维修),2022,"2025-05-01 15:37:15"
31,售前技术工程师（电力）,北京映翰通网络技术股份有限公司,0.7-1万/月,武汉-洪山区,1,"[', '工作内容：', '1、负责公司产品在相关区域内的前期市场开拓、技术交流、引导客户需求等工作；', '2、负责工作地点所在区域相关项目的进展及技术问题跟进；', '3、负责产品的现场安装指导、客户技术培训、答疑与产品技术问题处理等服务工作；', '4、内部能够与其他部门（研发、生产）进行技术沟通、协调工作；', '5、积累售后项目经验，沉淀为知识库、案例库，深度挖掘问题原因，促进产品优化；', '6、归纳总结客户问题，优化并标准化售后服务问题解决办法；', '7、技术方案、项目方案制定与编写，并帮助客户进行产品选型；', '8、进行售前、售后项目分析、设计和规划，支持销售竞标或标书技术部分编写。', '工作要求：', '1、电力系统及自动化、电气工程及其自动化、机电等相关专业本科学历；', '2、具备一定的计算机、网络通讯类基础知识；', '3、热爱技术类工作，有良好的服务意识，具有较强的沟通能力、协调能力、口头与书面表达能力；', '4、有配电网相关工作经验者优先考虑；', '5、可以接受出差。', '职能类别：', '电气工程师/技术员', '关键字：', '技术支持', '售前', '电力', '微信分享]2年经验, 本科",通信/电信/网络设备,2022,"2025-05-01 15:37:15"
32,运营主管经理,杭州顺鲸科技有限公司,6-8千/月,武汉-汉阳区,1,"[', '运营主管：', '1、按照项目的非一线配比、人员属性、排班需求，合理分配各团队人员；', '2、制度流程的执行落地：考勤制度、现场规范', '3、配合客户合理诉求、客户要求关键指标达成；', '4、排班、经管部、简单客户关系维护', '5、杜绝重大生产事件：服务禁忌、升级投诉、信息安全', '运营经理：', '1.完善呼叫中心平台，整合公司资源，保证呼叫中心的正常高效运行；', '2.负责策划、完善呼叫中心实施方案、管理制度、业务标准及流程，根据公司发展实际情况，调整和完善项目内部的管理流程和规范；', '3.管理呼叫中心客服部整体业务运营，包含呼入呼出电话，监督呼叫中心现场管理、合理调配客服、坐席资源，监控运营质量，不断提升运营能力；', '4.辅助客户开发及日常维系；组织收集、整理客户资料，搭建和维护数据库；对重要客户进行定期回访，分析客户需求，提交分析报告；', '5.负责呼叫中心市场运作及管理，跟踪业务流程、系统优化和部门间的工作协调，协助优化运营流程，不断提升业务准确度和服务效率，使得整个呼叫中心部门达到高水平的客户及经销商满意度；', '6.建立呼叫中心坐席的业务培训和绩效考核；组织开展案例学习、召开月度总结会议，不断提高员工业务技能和专业服务水平。', '7.负责项目的团队建设和管理，为项目团队提供培训和指导。通过监管日常业务，培养客服人员增强自身代表整个公司形象的整体意识。', '职能类别：', '营运主管]3-4年经验, 大专",计算机软件,2022,"2025-05-01 15:37:15"
33,采购专员,武汉维力克科技有限公司,4-8千/月,武汉-东西湖区,1,"[', '1.负责生产物料、研发物料、办公用品、设备及固定资产等采购日常工作，包括询价议价，订单下达，合同、单据、发票管理、供应商对账及采购验收等。', '2.负责跟踪交货进程及异常反馈，及时处理异常问题，确保材料按时采购到货。', '3.搜集分析供应商信息，考察评估待合作供应商资质等重要信息，合格供应商管理，含台账、评审、稽查等工作。', '4.根据备货计划以及库存量编制物料采购计划，经采购流程审批通过后实施采购。制定采购成本控制计划并实施。', '5.上级领导交办事项处理。', '任职要求：', '1.大专及以上学历，物流管理、仓储管理、采购等相关专业优先。', '2.具备3年以上相关岗位实际工作经验，熟悉采购流程，会熟练使用office办公软件。', '3.具有较强的沟通协调能力、谈判能力、成本意识，责任心强、细致认真、诚实可靠', '职能类别：', '采购员', '关键字：', '采购', '采购专员]3-4年经验, 大专",通信/电信/网络设备,2022,"2025-05-01 15:37:15"
34,销售经理,武汉费浦鑫智能科技有限公司,1-1.5万/月,武汉-江岸区,1,"[1、从事门禁系统、访客系统、人行通道系统、停车收费及一卡通系统等弱电安防相关设备的销售工作，完成公司下达的销售任务；', '2、能够利用多种渠道寻找并开发客户，并建立良好的客情关系；', '任职要求：', '1、大专（含大专）以上学历，专业不限，男女不限；', '2、良好的沟通技能和市场拓展能力；', '3、诚实、稳重、乐观、开朗，具有良好的责任心；', '4、有工作激情，热爱销售工作，敢于接受挑战，有较强的抗压能力；', '5、具备1年以上的销售工作经验，有门禁系统、人行通道系统、停车收费及一卡通系统的项目销售经验或者有系统集成项目型销售经验者优先；', '职能类别：', '销售经理', '关键字：', '销售', '客户经理]1年经验, 大专",计算机服务(系统、数据服务、维修),2022,"2025-05-01 15:37:15"
35,销售助理,湖北永信创新科技有限公司,4.5-6千/月,武汉-洪山区,1,"[', '任职要求：', '（1）大专及以上学历，IT行业相关专业，教育技术相关专业优先；', '（2）***，性格开朗，热爱教育行业；', '（3）学习能力强；具备良好的沟通表达能力；有极强的逻辑分析能力，领悟力强；', '（4）有良好的团队精神，严谨细致、保密意识强、职业道德意识强，能承受较强的压力', '（5）有一定的美工及文字基础，能熟练的运用各种办公软件和制图软件', '（6）有二年驾驶经验', '主要职责：', '（1）配合总经理进行工作的协调，进行销售的拓展，对日常销售工作进行整合', '（2）行业产品资源整合，方案架构的设计及推荐；', '（3）了解市场动态，进行客户需求调研、售前咨询、引导客户需求；', '（4）会议纪要的整理，并对结果进行跟踪检查及反馈', '（5）负责各公司之间的协调及沟通', '（6）完成总经理交待的其他事情', '涉及业务范围和设备：', '视频显示类：LCD拼接屏、LED小间距、微距背投、投影机（液晶、激光类型）、触控一体机、分布式显示系统、液晶电视等；', '音频扩音类：多功能报告厅、视频会议室；功放、音箱、话筒、数字调音台、前置放大器、数字音频处理器、电源时序器、中控处理器、云台摄像机、拾音器（全向麦）等；', '平台类：多媒体控制系统、录播资源平台、集控平台、运维服务平台（资产、工单管理、知识库）、认证管理系统、视频会议系统平台（MCU）等。', '其他：广播级非编、虚拟演播厅、校园电视台解决方案。', '试用期：三个月', '年龄要求：35岁以内；', '性别要求：不限', '备注：同行业经验者优先考虑。', '福利待遇：', '（1）培训：公司每年不定期聘请行业专家组织3-4次专业培训。', '（2）工资待遇：试用期无责任底薪4000，转正后：4500--5000+全勤奖+高温补贴+五险一金；', '（3）福利待遇：按照制度执行，社医保根据相关规定执行。', '职能类别：', '销售行政助理', '关键字：', '助理', '总经理助理', '文员]2年经验, 大专",电子技术/半导体/集成电路,2022,"2025-05-01 15:37:15"
36,图形引擎工程师,大连东软思维科技发展有限公司,2.5-5万/月,上海,1,"[', '1、负责后端图形引擎架构设计及产品开发工作；', '2、负责实现Unreal\xa0Engine在建筑行业数据可视化应用，渲染大量的3D数据，包括但不限于，数据三角化处理，纹理优化，大型场景生成等；', '3、实时渲染大量的3D数据，包括但不限于，数据三角化处理，纹理优化，大型场景生成等；', '4、负责渲染的性能调优，包括但不限于，drawcall优化，显存使用优化等\xa05、负责渲染效果优化，包括但不限于，光照、粒子和动画等。', '岗位要求：', '1、\xa0计算机、自动化等相关专业本科及以上学历，5年以上Unreal或Unity引擎开发经验', '2、\xa0良好的编程基础，熟悉C++语言和设计模式，理解常用数据结构', '3、\xa0熟悉GPU的渲染工作流程与原理，掌握渲染性能调优的方法', '4、良好的图像学基础，掌握OpenGL(ES)、DirectX、Vulkan\xa0等其中一种相关图像API的使用，熟练使用着色语言(GLSL/HLSL/CG)\xa0', '5、阅读过3D引擎源代码，有Unity开发和光照等效果优化经验优先；', '6、诚信、聪明、自我驱动，对技术充满好奇心、有追求、成就导向、充满激情；有良好的沟通、团队协作及英文文献阅读能力。', '职能类别：', 'UE4开发工程师]3-4年经验, 本科",计算机软件,2022,"2025-05-01 15:37:15"
37,".NET软件工程师",深圳市世联土地房地产评估有限公司武汉分公司,0.8-1.5万/月,武汉-洪山区,1,"[', '1.工作职责:', '1)负责代码及相关文档的编写，根据预定计划完成项目开发任务；', '2)协助完成项目的测试、系统交付工作，对项目实施提供支持；', '3)协助产品经理进行方案讨论和技术调研、负责方案升级、更新；', '4)解决系统开发过程中的主要问题和攻克各种技术难题；', '2.任职要求:', '1)计算机科学与技术、软件工程、信息管理与信息系统等相关专业\xa0，3年以上.net相关开发经验；', '2)精通.Net\xa0Core\xa0技术框架，具备独立开发、需求分析能力；', '3)熟悉.Net\xa0core\xa0Consul+Ocelot+Polly微服务架构, ', '4)熟练使用Javascript，JQuery，Css等web编程技术，熟练掌握Vue前端框架；', '5)精通数据库，熟悉SQL\xa0Server，MySQL等数据库的操作与性能优化，熟悉ELK，Redis，Mongodb等；', '6)具有较强的团队精神和责任心，及良好的沟通能力；', '7)具备高性能网站开发经验者、或海量数量/高并发开发经验者优先考虑；', '职能类别：', '软件工程师', '关键字：', '.NET', '.Net', 'Core', '微服务架构]5-7年经验, 大专",房地产,2022,"2025-05-01 15:37:15"
38,硬件研发工程师,武汉理工光科股份有限公司,20-30万/年,武汉-东湖新技术产业开发区,1,"[', '职位描述：', '1、负责产品硬件开发方案的制定与修改；', '2、完成项目硬件总体方案设计、原理图设计、PCB设计、样机调试等；', '3、负责分析解决项目中与硬件相关的技术问题；', '4、负责产品技术文档和生产文件输出；', '5、进行产品EMC、EMI、ESD等可靠性设计和实验测试。', '任职资格:', '1、电子信息、仪器仪表、信息自动化，30岁以下，硕士及以上学历；', '2、具备数字电路、模拟电路、信号与系统、微弱信号放大等相关知识；', '3、熟练使用Dxp、Cadence等硬件设计工具，熟练使用Multisim、Ads等设计仿真工具，具有较强的动手能力；', '4、具有模拟电路设计经验，尤其是低噪声微弱信号放大电路经验者优先；', '5、善于分析问题、解决问题，具有责任心、良好的团队合作精神、较强沟通能力。', '优秀应届生也可。', '职能类别：', '硬件工程师', '关键字：', '硬件]5-7年经验, 本科",通信/电信/网络设备,2022,"2025-05-01 15:37:15"
39,产品经理（年终奖、早九晚六、双休）,湖北腾旅科技有限责任公司,0.6-1万/月,武汉-东湖新技术产业开发区,1,"[', '岗位职责：', '1、负责分析用户需求、竞品，规划产品核心业务逻辑，绘制产品思维导图、原型图。撰写相关模块产品PRD文档等；\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '2、完成公司产品规划和设计、负责协同研发团队完成产品从规划到验收，并持续改进；\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0', '3、负责产品交互设计，把控产品前后台界面美观性、友好度和良好用户体验； \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '4、完成公司领导布置的其他工作。', '岗位要求：', '1、1年以上产品相关工作经验；\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0', '2、有过旅游行业、saas工作经验优先。 \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '3、熟悉互联网产品的运作模式及产品特征，熟悉产品从规划到退出市场的整个流程，能够很好的把控产品的迭代周期。\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '4、熟练使用Axure、墨刀、流程图，思维导图、office等相关工具。 \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '5、有较强的逻辑思维能力，良好的沟通表达能力，有一定的用户需求分析和理解能力，具有较高水平的文档编写能力；\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '6、具备良好的沟通协作、规划执行能力、合作态度及团队精神，并富有工作激情、创造力和责任感。', '工作时间：9:00-18:00\xa0 周末双休 法定节假日正常休息', '福利待遇：入职即缴纳五险，转正缴纳一金，职工工会福利，公司内部节假日福利等；', '薪资：除基本工资外，有年终奖，有项目分红', '上班地址：武汉市洪山区光谷大道现代世贸中心B栋16楼', '职能类别：', '产品经理/主管', '微信分享]1年经验, 大专",计算机软件,2022,"2025-05-01 15:37:15"
40,市场开发经理,武汉快通电气化工程有限公司,0.6-1.2万/月,武汉-江夏区,1,"[', '任职资格：', '1、专科以上学历，电气化、市场营销相关专业；', '2、有电力或通信信号相关工作经验；', '3、曾与中铁建、电气局、各铁路局及铁路设计院合作过或有相关资源优先；', '4、能够独立完成标书制作及报价；', '5、有较强的开拓市场意识及沟通谈判能力；', '6、 性格开朗，良好的心理素质，较强的工作责任心及团队合作精神，自我约束能力强，能适应长期出差。', '职能类别：', '市场/营销/拓展经理', '关键字：', '电气', '机电', '市场销售]3-4年经验, 大专",建筑/建材/工程,2022,"2025-05-01 15:37:15"
41,UE4软件开发/实习生可带,武汉知鑫信息科技有限公司,6-8千/月,武汉-洪山区,1,"[', '1、年龄18-30岁，专科及以上学历，能力优秀者学历可放宽，接受新人及应届生；', '2、对UE4感兴趣，想长期从事UE4行业，对大型的主机游戏有独特的见解；', '3、了解c++语言及UE4蓝图系统；', '4、具有严谨的逻辑思维能力、分析能力；', '岗位要求：', '1、对游戏行业有较大兴趣或天赋者，可参与公司实习；', '2、大专本科及以上学历，18-30岁，对IT感兴趣的人士', '3、有强烈的的上进心和责任感，勤奋好学，工作积极主动，能融入团队', '4、具有良好的沟通与团队协作能力', '5、公司提供岗前学习机会，工作态度端正', '二、福利待遇：', '1、薪资结构：岗位基本工资（4000-5000）+绩效工资+餐补+五险一金；', '2、工作时间：周一至周五，早9:00-12:00晚14:00-18:00；', '3、给予完善的绩效考核，年终奖金及定期调薪', '4、完善的培养体系和晋升机制；', '5、带薪休假（年假，婚假，丧假，病假，培训假等）', '有意向可直接投递简历', '职能类别：', 'C/C++开发工程师', '关键字：', 'C++', '游戏开发', '软件开发', '前端开发', 'U3D开发', 'VR开发', 'C#', 'web', 'C', '小程序开发]无需经验, 大专",计算机软件,2022,"2025-05-01 15:37:15"
